# Assembly name:  Bos_taurus_UMD_3.1.1
# Organism name:  Bos taurus (cattle)
# Infraspecific name:  breed=Hereford
# Sex:  pooled male and female
# Taxid:          9913
# BioSample:      SAMN02898106
# BioProject:     PRJNA32899
# Submitter:      Center for Bioinformatics and Computational Biology, University of Maryland
# Date:           2014-11-25
# Assembly type:  haploid
# Release type:   
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    DAAA02
# Assembly method: UMD Overlapper v. 2009; additional processing
# Genome coverage: 9x
# Sequencing technology: Sanger
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000003055.5
# RefSeq assembly accession: GCF_000003055.6
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000001245.5	GCF_000001245.5	Primary Assembly
## 	GCF_000001285.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
ChrU_1666706	unplaced-scaffold	na	na	GJ058309.1	=	NW_003099054.1	Primary Assembly	1533	na
ChrU_1668339	unplaced-scaffold	na	na	GJ058310.1	=	NW_003099055.1	Primary Assembly	1193	na
ChrU_1669632	unplaced-scaffold	na	na	GJ058311.1	=	NW_003099056.1	Primary Assembly	1010	na
ChrU_1670742	unplaced-scaffold	na	na	GJ058312.1	=	NW_003099057.1	Primary Assembly	2783	na
ChrU_1673625	unplaced-scaffold	na	na	GJ058313.1	=	NW_003099058.1	Primary Assembly	1145	na
ChrU_1674870	unplaced-scaffold	na	na	GJ058314.1	=	NW_003099059.1	Primary Assembly	1061	na
ChrU_1677165	unplaced-scaffold	na	na	GJ058316.1	=	NW_003099061.1	Primary Assembly	1552	na
ChrU_1678817	unplaced-scaffold	na	na	GJ058317.1	=	NW_003099062.1	Primary Assembly	1338	na
ChrU_1680255	unplaced-scaffold	na	na	GJ058318.1	=	NW_003099063.1	Primary Assembly	1240	na
ChrU_1681595	unplaced-scaffold	na	na	GJ058319.1	=	NW_003099064.1	Primary Assembly	1004	na
ChrU_1682699	unplaced-scaffold	na	na	GJ058320.1	=	NW_003099065.1	Primary Assembly	1396	na
ChrU_1684195	unplaced-scaffold	na	na	GJ058321.1	=	NW_003099066.1	Primary Assembly	1204	na
ChrU_1685499	unplaced-scaffold	na	na	GJ058322.1	=	NW_003099067.1	Primary Assembly	1404	na
ChrU_1687003	unplaced-scaffold	na	na	GJ058323.1	=	NW_003099068.1	Primary Assembly	1014	na
ChrU_1688117	unplaced-scaffold	na	na	GJ058324.1	=	NW_003099069.1	Primary Assembly	1661	na
ChrU_1689878	unplaced-scaffold	na	na	GJ058325.1	=	NW_003099070.1	Primary Assembly	1788	na
ChrU_1691766	unplaced-scaffold	na	na	GJ058326.1	=	NW_003099071.1	Primary Assembly	1692	na
ChrU_1693558	unplaced-scaffold	na	na	GJ058327.1	=	NW_003099072.1	Primary Assembly	1304	na
ChrU_1694962	unplaced-scaffold	na	na	GJ058328.1	=	NW_003099073.1	Primary Assembly	1548	na
ChrU_1696610	unplaced-scaffold	na	na	GJ058329.1	=	NW_003099074.1	Primary Assembly	1662	na
ChrU_1698372	unplaced-scaffold	na	na	GJ058330.1	=	NW_003099075.1	Primary Assembly	1306	na
ChrU_1699778	unplaced-scaffold	na	na	GJ058331.1	=	NW_003099076.1	Primary Assembly	1193	na
ChrU_1701071	unplaced-scaffold	na	na	GJ058332.1	=	NW_003099077.1	Primary Assembly	1372	na
ChrU_1702543	unplaced-scaffold	na	na	GJ058333.1	=	NW_003099078.1	Primary Assembly	1346	na
ChrU_1703989	unplaced-scaffold	na	na	GJ058334.1	=	NW_003099079.1	Primary Assembly	1187	na
ChrU_1705276	unplaced-scaffold	na	na	GJ058335.1	=	NW_003099080.1	Primary Assembly	1511	na
ChrU_1706887	unplaced-scaffold	na	na	GJ058336.1	=	NW_003099081.1	Primary Assembly	1036	na
ChrU_1708023	unplaced-scaffold	na	na	GJ058337.1	=	NW_003099082.1	Primary Assembly	1617	na
ChrU_1709740	unplaced-scaffold	na	na	GJ058338.1	=	NW_003099083.1	Primary Assembly	1530	na
ChrU_1711370	unplaced-scaffold	na	na	GJ058339.1	=	NW_003099084.1	Primary Assembly	1177	na
ChrU_1712647	unplaced-scaffold	na	na	GJ058340.1	=	NW_003099085.1	Primary Assembly	1244	na
ChrU_1713991	unplaced-scaffold	na	na	GJ058341.1	=	NW_003099086.1	Primary Assembly	1904	na
ChrU_1715995	unplaced-scaffold	na	na	GJ058342.1	=	NW_003099087.1	Primary Assembly	1688	na
ChrU_1717783	unplaced-scaffold	na	na	GJ058343.1	=	NW_003099088.1	Primary Assembly	1005	na
ChrU_1718888	unplaced-scaffold	na	na	GJ058344.1	=	NW_003099089.1	Primary Assembly	1303	na
ChrU_1720291	unplaced-scaffold	na	na	GJ058345.1	=	NW_003099090.1	Primary Assembly	1735	na
ChrU_1722126	unplaced-scaffold	na	na	GJ058346.1	=	NW_003099091.1	Primary Assembly	1359	na
ChrU_1723585	unplaced-scaffold	na	na	GJ058347.1	=	NW_003099092.1	Primary Assembly	1246	na
ChrU_1724931	unplaced-scaffold	na	na	GJ058348.1	=	NW_003099093.1	Primary Assembly	1684	na
ChrU_1726715	unplaced-scaffold	na	na	GJ058349.1	=	NW_003099094.1	Primary Assembly	1657	na
ChrU_1728472	unplaced-scaffold	na	na	GJ058350.1	=	NW_003099095.1	Primary Assembly	1094	na
ChrU_1729666	unplaced-scaffold	na	na	GJ058351.1	=	NW_003099096.1	Primary Assembly	1179	na
ChrU_1733148	unplaced-scaffold	na	na	GJ058353.1	=	NW_003099098.1	Primary Assembly	1180	na
ChrU_1734428	unplaced-scaffold	na	na	GJ058354.1	=	NW_003099099.1	Primary Assembly	1057	na
ChrU_1735585	unplaced-scaffold	na	na	GJ058355.1	=	NW_003099100.1	Primary Assembly	1201	na
ChrU_1736886	unplaced-scaffold	na	na	GJ058356.1	=	NW_003099101.1	Primary Assembly	1299	na
ChrU_1738285	unplaced-scaffold	na	na	GJ058357.1	=	NW_003099102.1	Primary Assembly	1187	na
ChrU_1739572	unplaced-scaffold	na	na	GJ058358.1	=	NW_003099103.1	Primary Assembly	1384	na
ChrU_1741056	unplaced-scaffold	na	na	GJ058359.1	=	NW_003099104.1	Primary Assembly	1707	na
ChrU_1742863	unplaced-scaffold	na	na	GJ058360.1	=	NW_003099105.1	Primary Assembly	1494	na
ChrU_1744457	unplaced-scaffold	na	na	GJ058361.1	=	NW_003099106.1	Primary Assembly	1279	na
ChrU_1745836	unplaced-scaffold	na	na	GJ058362.1	=	NW_003099107.1	Primary Assembly	1175	na
ChrU_1747111	unplaced-scaffold	na	na	GJ058363.1	=	NW_003099108.1	Primary Assembly	1822	na
ChrU_1749033	unplaced-scaffold	na	na	GJ058364.1	=	NW_003099109.1	Primary Assembly	1365	na
ChrU_1750498	unplaced-scaffold	na	na	GJ058365.1	=	NW_003099110.1	Primary Assembly	1333	na
ChrU_1751931	unplaced-scaffold	na	na	GJ058366.1	=	NW_003099111.1	Primary Assembly	1161	na
ChrU_1753192	unplaced-scaffold	na	na	GJ058367.1	=	NW_003099112.1	Primary Assembly	1505	na
ChrU_1754797	unplaced-scaffold	na	na	GJ058368.1	=	NW_003099113.1	Primary Assembly	1354	na
ChrU_1756251	unplaced-scaffold	na	na	GJ058369.1	=	NW_003099114.1	Primary Assembly	1294	na
ChrU_1757645	unplaced-scaffold	na	na	GJ058370.1	=	NW_003099115.1	Primary Assembly	1589	na
ChrU_1759334	unplaced-scaffold	na	na	GJ058371.1	=	NW_003099116.1	Primary Assembly	1378	na
ChrU_1760812	unplaced-scaffold	na	na	GJ058372.1	=	NW_003099117.1	Primary Assembly	1347	na
ChrU_1762259	unplaced-scaffold	na	na	GJ058373.1	=	NW_003099118.1	Primary Assembly	1569	na
ChrU_1763928	unplaced-scaffold	na	na	GJ058374.1	=	NW_003099119.1	Primary Assembly	2930	na
ChrU_1766958	unplaced-scaffold	na	na	GJ058375.1	=	NW_003099120.1	Primary Assembly	1713	na
ChrU_1768771	unplaced-scaffold	na	na	GJ058376.1	=	NW_003099121.1	Primary Assembly	1262	na
ChrU_1770133	unplaced-scaffold	na	na	GJ058377.1	=	NW_003099122.1	Primary Assembly	1225	na
ChrU_1771458	unplaced-scaffold	na	na	GJ058378.1	=	NW_003099123.1	Primary Assembly	1594	na
ChrU_1773152	unplaced-scaffold	na	na	GJ058379.1	=	NW_003099124.1	Primary Assembly	1233	na
ChrU_1774485	unplaced-scaffold	na	na	GJ058380.1	=	NW_003099125.1	Primary Assembly	1286	na
ChrU_1775871	unplaced-scaffold	na	na	GJ058381.1	=	NW_003099126.1	Primary Assembly	1995	na
ChrU_1777966	unplaced-scaffold	na	na	GJ058382.1	=	NW_003099127.1	Primary Assembly	1932	na
ChrU_1779998	unplaced-scaffold	na	na	GJ058383.1	=	NW_003099128.1	Primary Assembly	1326	na
ChrU_1781424	unplaced-scaffold	na	na	GJ058384.1	=	NW_003099129.1	Primary Assembly	1071	na
ChrU_1782595	unplaced-scaffold	na	na	GJ058385.1	=	NW_003099130.1	Primary Assembly	1216	na
ChrU_1783911	unplaced-scaffold	na	na	GJ058386.1	=	NW_003099131.1	Primary Assembly	1429	na
ChrU_1787302	unplaced-scaffold	na	na	GJ058388.1	=	NW_003099133.1	Primary Assembly	1612	na
ChrU_1789014	unplaced-scaffold	na	na	GJ058389.1	=	NW_003099134.1	Primary Assembly	1827	na
ChrU_1790941	unplaced-scaffold	na	na	GJ058390.1	=	NW_003099135.1	Primary Assembly	1745	na
ChrU_1792786	unplaced-scaffold	na	na	GJ058391.1	=	NW_003099136.1	Primary Assembly	1128	na
ChrU_1794014	unplaced-scaffold	na	na	GJ058392.1	=	NW_003099137.1	Primary Assembly	1408	na
ChrU_1795522	unplaced-scaffold	na	na	GJ058393.1	=	NW_003099138.1	Primary Assembly	1109	na
ChrU_1796731	unplaced-scaffold	na	na	GJ058394.1	=	NW_003099139.1	Primary Assembly	1184	na
ChrU_1798015	unplaced-scaffold	na	na	GJ058395.1	=	NW_003099140.1	Primary Assembly	1548	na
ChrU_1799663	unplaced-scaffold	na	na	GJ058396.1	=	NW_003099141.1	Primary Assembly	1368	na
ChrU_1801131	unplaced-scaffold	na	na	GJ058397.1	=	NW_003099142.1	Primary Assembly	1496	na
ChrU_1802727	unplaced-scaffold	na	na	GJ058398.1	=	NW_003099143.1	Primary Assembly	1104	na
ChrU_1803931	unplaced-scaffold	na	na	GJ058399.1	=	NW_003099144.1	Primary Assembly	1457	na
ChrU_1805488	unplaced-scaffold	na	na	GJ058400.1	=	NW_003099145.1	Primary Assembly	1296	na
ChrU_1806884	unplaced-scaffold	na	na	GJ058401.1	=	NW_003099146.1	Primary Assembly	1477	na
ChrU_1808461	unplaced-scaffold	na	na	GJ058402.1	=	NW_003099147.1	Primary Assembly	1382	na
ChrU_1809943	unplaced-scaffold	na	na	GJ058403.1	=	NW_003099148.1	Primary Assembly	1304	na
ChrU_1811347	unplaced-scaffold	na	na	GJ058404.1	=	NW_003099149.1	Primary Assembly	1378	na
ChrU_1812825	unplaced-scaffold	na	na	GJ058405.1	=	NW_003099150.1	Primary Assembly	1182	na
ChrU_1814107	unplaced-scaffold	na	na	GJ058406.1	=	NW_003099151.1	Primary Assembly	1256	na
ChrU_1815463	unplaced-scaffold	na	na	GJ058407.1	=	NW_003099152.1	Primary Assembly	1188	na
ChrU_1816751	unplaced-scaffold	na	na	GJ058408.1	=	NW_003099153.1	Primary Assembly	1053	na
ChrU_1817904	unplaced-scaffold	na	na	GJ058409.1	=	NW_003099154.1	Primary Assembly	1376	na
ChrU_1819380	unplaced-scaffold	na	na	GJ058410.1	=	NW_003099155.1	Primary Assembly	1147	na
ChrU_1820627	unplaced-scaffold	na	na	GJ058411.1	=	NW_003099156.1	Primary Assembly	1759	na
ChrU_1822486	unplaced-scaffold	na	na	GJ058412.1	=	NW_003099157.1	Primary Assembly	1134	na
ChrU_1823720	unplaced-scaffold	na	na	GJ058413.1	=	NW_003099158.1	Primary Assembly	1626	na
ChrU_1825446	unplaced-scaffold	na	na	GJ058414.1	=	NW_003099159.1	Primary Assembly	1386	na
ChrU_1826932	unplaced-scaffold	na	na	GJ058415.1	=	NW_003099160.1	Primary Assembly	2021	na
ChrU_1829053	unplaced-scaffold	na	na	GJ058416.1	=	NW_003099161.1	Primary Assembly	1253	na
ChrU_1830406	unplaced-scaffold	na	na	GJ058417.1	=	NW_003099162.1	Primary Assembly	1424	na
ChrU_1831930	unplaced-scaffold	na	na	GJ058418.1	=	NW_003099163.1	Primary Assembly	1034	na
ChrU_1833064	unplaced-scaffold	na	na	GJ058419.1	=	NW_003099164.1	Primary Assembly	1379	na
ChrU_1834543	unplaced-scaffold	na	na	GJ058420.1	=	NW_003099165.1	Primary Assembly	1571	na
ChrU_1836214	unplaced-scaffold	na	na	GJ058421.1	=	NW_003099166.1	Primary Assembly	1546	na
ChrU_1837860	unplaced-scaffold	na	na	GJ058422.1	=	NW_003099167.1	Primary Assembly	179692	na
ChrU_2017652	unplaced-scaffold	na	na	GJ058423.1	=	NW_003099168.1	Primary Assembly	21032	na
ChrU_2038784	unplaced-scaffold	na	na	GJ058424.1	=	NW_003099169.1	Primary Assembly	38648	na
ChrU_2077532	unplaced-scaffold	na	na	GJ058425.1	=	NW_003099170.1	Primary Assembly	161924	na
ChrU_2239556	unplaced-scaffold	na	na	GJ058426.1	=	NW_003099171.1	Primary Assembly	48000	na
ChrU_2287656	unplaced-scaffold	na	na	GJ058427.1	=	NW_003099172.1	Primary Assembly	16136	na
ChrU_2303892	unplaced-scaffold	na	na	GJ058428.1	=	NW_003099173.1	Primary Assembly	14455	na
ChrU_2318447	unplaced-scaffold	na	na	GJ058429.1	=	NW_003099174.1	Primary Assembly	39056	na
ChrU_2357603	unplaced-scaffold	na	na	GJ058430.1	=	NW_003099175.1	Primary Assembly	167702	na
ChrU_2525405	unplaced-scaffold	na	na	GJ058431.1	=	NW_003099176.1	Primary Assembly	12847	na
ChrU_2538352	unplaced-scaffold	na	na	GJ058432.1	=	NW_003099177.1	Primary Assembly	13968	na
ChrU_2552420	unplaced-scaffold	na	na	GJ058433.1	=	NW_003099178.1	Primary Assembly	52416	na
ChrU_2604936	unplaced-scaffold	na	na	GJ058434.1	=	NW_003099179.1	Primary Assembly	80647	na
ChrU_2685683	unplaced-scaffold	na	na	GJ058435.1	=	NW_003099180.1	Primary Assembly	112602	na
ChrU_2798385	unplaced-scaffold	na	na	GJ058436.1	=	NW_003099181.1	Primary Assembly	1580	na
ChrU_2800065	unplaced-scaffold	na	na	GJ058437.1	=	NW_003099182.1	Primary Assembly	39360	na
ChrU_2839525	unplaced-scaffold	na	na	GJ058438.1	=	NW_003099183.1	Primary Assembly	32166	na
ChrU_2871791	unplaced-scaffold	na	na	GJ058439.1	=	NW_003099184.1	Primary Assembly	30055	na
ChrU_2901946	unplaced-scaffold	na	na	GJ058440.1	=	NW_003099185.1	Primary Assembly	71911	na
ChrU_2973957	unplaced-scaffold	na	na	GJ058441.1	=	NW_003099186.1	Primary Assembly	10011	na
ChrU_2984068	unplaced-scaffold	na	na	GJ058442.1	=	NW_003099187.1	Primary Assembly	2116	na
ChrU_2986284	unplaced-scaffold	na	na	GJ058443.1	=	NW_003099188.1	Primary Assembly	72540	na
ChrU_3058924	unplaced-scaffold	na	na	GJ058444.1	=	NW_003099189.1	Primary Assembly	136084	na
ChrU_3195108	unplaced-scaffold	na	na	GJ058445.1	=	NW_003099190.1	Primary Assembly	13645	na
ChrU_3208853	unplaced-scaffold	na	na	GJ058446.1	=	NW_003099191.1	Primary Assembly	16801	na
ChrU_3225754	unplaced-scaffold	na	na	GJ058447.1	=	NW_003099192.1	Primary Assembly	39272	na
ChrU_3265126	unplaced-scaffold	na	na	GJ058448.1	=	NW_003099193.1	Primary Assembly	1184	na
ChrU_3266410	unplaced-scaffold	na	na	GJ058449.1	=	NW_003099194.1	Primary Assembly	2461	na
ChrU_3268971	unplaced-scaffold	na	na	GJ058450.1	=	NW_003099195.1	Primary Assembly	1057	na
ChrU_3270128	unplaced-scaffold	na	na	GJ058451.1	=	NW_003099196.1	Primary Assembly	1204	na
ChrU_3271432	unplaced-scaffold	na	na	GJ058452.1	=	NW_003099197.1	Primary Assembly	1354	na
ChrU_3272886	unplaced-scaffold	na	na	GJ058453.1	=	NW_003099198.1	Primary Assembly	1004	na
ChrU_3273990	unplaced-scaffold	na	na	GJ058454.1	=	NW_003099199.1	Primary Assembly	1110	na
ChrU_3275200	unplaced-scaffold	na	na	GJ058455.1	=	NW_003099200.1	Primary Assembly	1439	na
ChrU_3276739	unplaced-scaffold	na	na	GJ058456.1	=	NW_003099201.1	Primary Assembly	1084	na
ChrU_3277923	unplaced-scaffold	na	na	GJ058457.1	=	NW_003099202.1	Primary Assembly	1718	na
ChrU_3279741	unplaced-scaffold	na	na	GJ058458.1	=	NW_003099203.1	Primary Assembly	1273	na
ChrU_3281114	unplaced-scaffold	na	na	GJ058459.1	=	NW_003099204.1	Primary Assembly	1288	na
ChrU_3282502	unplaced-scaffold	na	na	GJ058460.1	=	NW_003099205.1	Primary Assembly	1406	na
ChrU_3284008	unplaced-scaffold	na	na	GJ058461.1	=	NW_003099206.1	Primary Assembly	1814	na
ChrU_3285922	unplaced-scaffold	na	na	GJ058462.1	=	NW_003099207.1	Primary Assembly	1471	na
ChrU_3287493	unplaced-scaffold	na	na	GJ058463.1	=	NW_003099208.1	Primary Assembly	1945	na
ChrU_3289538	unplaced-scaffold	na	na	GJ058464.1	=	NW_003099209.1	Primary Assembly	1056	na
ChrU_3290694	unplaced-scaffold	na	na	GJ058465.1	=	NW_003099210.1	Primary Assembly	1008	na
ChrU_3291802	unplaced-scaffold	na	na	GJ058466.1	=	NW_003099211.1	Primary Assembly	1104	na
ChrU_3293006	unplaced-scaffold	na	na	GJ058467.1	=	NW_003099212.1	Primary Assembly	1728	na
ChrU_3294834	unplaced-scaffold	na	na	GJ058468.1	=	NW_003099213.1	Primary Assembly	1252	na
ChrU_3296186	unplaced-scaffold	na	na	GJ058469.1	=	NW_003099214.1	Primary Assembly	1165	na
ChrU_3297451	unplaced-scaffold	na	na	GJ058470.1	=	NW_003099215.1	Primary Assembly	1883	na
ChrU_3299434	unplaced-scaffold	na	na	GJ058471.1	=	NW_003099216.1	Primary Assembly	1751	na
ChrU_3301285	unplaced-scaffold	na	na	GJ058472.1	=	NW_003099217.1	Primary Assembly	1617	na
ChrU_3303002	unplaced-scaffold	na	na	GJ058473.1	=	NW_003099218.1	Primary Assembly	1417	na
ChrU_3304519	unplaced-scaffold	na	na	GJ058474.1	=	NW_003099219.1	Primary Assembly	1382	na
ChrU_3306001	unplaced-scaffold	na	na	GJ058475.1	=	NW_003099220.1	Primary Assembly	1457	na
ChrU_3307558	unplaced-scaffold	na	na	GJ058476.1	=	NW_003099221.1	Primary Assembly	1785	na
ChrU_3309443	unplaced-scaffold	na	na	GJ058477.1	=	NW_003099222.1	Primary Assembly	1254	na
ChrU_3310797	unplaced-scaffold	na	na	GJ058478.1	=	NW_003099223.1	Primary Assembly	1518	na
ChrU_3312415	unplaced-scaffold	na	na	GJ058479.1	=	NW_003099224.1	Primary Assembly	1005	na
ChrU_3313520	unplaced-scaffold	na	na	GJ058480.1	=	NW_003099225.1	Primary Assembly	1032	na
ChrU_3314652	unplaced-scaffold	na	na	GJ058481.1	=	NW_003099226.1	Primary Assembly	1481	na
ChrU_3316233	unplaced-scaffold	na	na	GJ058482.1	=	NW_003099227.1	Primary Assembly	1249	na
ChrU_3317582	unplaced-scaffold	na	na	GJ058483.1	=	NW_003099228.1	Primary Assembly	1383	na
ChrU_3319065	unplaced-scaffold	na	na	GJ058484.1	=	NW_003099229.1	Primary Assembly	1119	na
ChrU_3320284	unplaced-scaffold	na	na	GJ058485.1	=	NW_003099230.1	Primary Assembly	1883	na
ChrU_3322267	unplaced-scaffold	na	na	GJ058486.1	=	NW_003099231.1	Primary Assembly	1249	na
ChrU_3323616	unplaced-scaffold	na	na	GJ058487.1	=	NW_003099232.1	Primary Assembly	1394	na
ChrU_3325110	unplaced-scaffold	na	na	GJ058488.1	=	NW_003099233.1	Primary Assembly	1219	na
ChrU_3326429	unplaced-scaffold	na	na	GJ058489.1	=	NW_003099234.1	Primary Assembly	1612	na
ChrU_3328141	unplaced-scaffold	na	na	GJ058490.1	=	NW_003099235.1	Primary Assembly	1283	na
ChrU_3329524	unplaced-scaffold	na	na	GJ058491.1	=	NW_003099236.1	Primary Assembly	1621	na
ChrU_3331245	unplaced-scaffold	na	na	GJ058492.1	=	NW_003099237.1	Primary Assembly	1472	na
ChrU_3332817	unplaced-scaffold	na	na	GJ058493.1	=	NW_003099238.1	Primary Assembly	1435	na
ChrU_3334352	unplaced-scaffold	na	na	GJ058494.1	=	NW_003099239.1	Primary Assembly	2248	na
ChrU_3336700	unplaced-scaffold	na	na	GJ058495.1	=	NW_003099240.1	Primary Assembly	2303	na
ChrU_3339103	unplaced-scaffold	na	na	GJ058496.1	=	NW_003099241.1	Primary Assembly	1440	na
ChrU_3340643	unplaced-scaffold	na	na	GJ058497.1	=	NW_003099242.1	Primary Assembly	1306	na
ChrU_3342049	unplaced-scaffold	na	na	GJ058498.1	=	NW_003099243.1	Primary Assembly	1319	na
ChrU_3343468	unplaced-scaffold	na	na	GJ058499.1	=	NW_003099244.1	Primary Assembly	1113	na
ChrU_3344681	unplaced-scaffold	na	na	GJ058500.1	=	NW_003099245.1	Primary Assembly	1252	na
ChrU_3346033	unplaced-scaffold	na	na	GJ058501.1	=	NW_003099246.1	Primary Assembly	1609	na
ChrU_3347742	unplaced-scaffold	na	na	GJ058502.1	=	NW_003099247.1	Primary Assembly	1365	na
ChrU_3349207	unplaced-scaffold	na	na	GJ058503.1	=	NW_003099248.1	Primary Assembly	1059	na
ChrU_3350366	unplaced-scaffold	na	na	GJ058504.1	=	NW_003099249.1	Primary Assembly	1350	na
ChrU_3351816	unplaced-scaffold	na	na	GJ058505.1	=	NW_003099250.1	Primary Assembly	1244	na
ChrU_3353160	unplaced-scaffold	na	na	GJ058506.1	=	NW_003099251.1	Primary Assembly	1082	na
ChrU_3354342	unplaced-scaffold	na	na	GJ058507.1	=	NW_003099252.1	Primary Assembly	1606	na
ChrU_3356048	unplaced-scaffold	na	na	GJ058508.1	=	NW_003099253.1	Primary Assembly	1298	na
ChrU_3357446	unplaced-scaffold	na	na	GJ058509.1	=	NW_003099254.1	Primary Assembly	1503	na
ChrU_3359049	unplaced-scaffold	na	na	GJ058510.1	=	NW_003099255.1	Primary Assembly	1608	na
ChrU_3360757	unplaced-scaffold	na	na	GJ058511.1	=	NW_003099256.1	Primary Assembly	1392	na
ChrU_3362249	unplaced-scaffold	na	na	GJ058512.1	=	NW_003099257.1	Primary Assembly	1445	na
ChrU_3363794	unplaced-scaffold	na	na	GJ058513.1	=	NW_003099258.1	Primary Assembly	1369	na
ChrU_3365263	unplaced-scaffold	na	na	GJ058514.1	=	NW_003099259.1	Primary Assembly	1105	na
ChrU_3366468	unplaced-scaffold	na	na	GJ058515.1	=	NW_003099260.1	Primary Assembly	1238	na
ChrU_3367806	unplaced-scaffold	na	na	GJ058516.1	=	NW_003099261.1	Primary Assembly	1308	na
ChrU_3369214	unplaced-scaffold	na	na	GJ058517.1	=	NW_003099262.1	Primary Assembly	1216	na
ChrU_3370530	unplaced-scaffold	na	na	GJ058518.1	=	NW_003099263.1	Primary Assembly	1620	na
ChrU_3372250	unplaced-scaffold	na	na	GJ058519.1	=	NW_003099264.1	Primary Assembly	1194	na
ChrU_3373544	unplaced-scaffold	na	na	GJ058520.1	=	NW_003099265.1	Primary Assembly	1702	na
ChrU_3375346	unplaced-scaffold	na	na	GJ058521.1	=	NW_003099266.1	Primary Assembly	1008	na
ChrU_3376454	unplaced-scaffold	na	na	GJ058522.1	=	NW_003099267.1	Primary Assembly	1181	na
ChrU_3377735	unplaced-scaffold	na	na	GJ058523.1	=	NW_003099268.1	Primary Assembly	1445	na
ChrU_3379280	unplaced-scaffold	na	na	GJ058524.1	=	NW_003099269.1	Primary Assembly	1124	na
ChrU_3380504	unplaced-scaffold	na	na	GJ058525.1	=	NW_003099270.1	Primary Assembly	1683	na
ChrU_3382287	unplaced-scaffold	na	na	GJ058526.1	=	NW_003099271.1	Primary Assembly	1447	na
ChrU_3383834	unplaced-scaffold	na	na	GJ058527.1	=	NW_003099272.1	Primary Assembly	2604	na
ChrU_3386538	unplaced-scaffold	na	na	GJ058528.1	=	NW_003099273.1	Primary Assembly	1770	na
ChrU_3388408	unplaced-scaffold	na	na	GJ058529.1	=	NW_003099274.1	Primary Assembly	1690	na
ChrU_3390198	unplaced-scaffold	na	na	GJ058530.1	=	NW_003099275.1	Primary Assembly	1324	na
ChrU_3391622	unplaced-scaffold	na	na	GJ058531.1	=	NW_003099276.1	Primary Assembly	7665	na
ChrU_3399387	unplaced-scaffold	na	na	GJ058532.1	=	NW_003099277.1	Primary Assembly	1259	na
ChrU_3400746	unplaced-scaffold	na	na	GJ058533.1	=	NW_003099278.1	Primary Assembly	1196	na
ChrU_3402042	unplaced-scaffold	na	na	GJ058534.1	=	NW_003099279.1	Primary Assembly	1334	na
ChrU_3403476	unplaced-scaffold	na	na	GJ058535.1	=	NW_003099280.1	Primary Assembly	1192	na
ChrU_3404768	unplaced-scaffold	na	na	GJ058536.1	=	NW_003099281.1	Primary Assembly	1060	na
ChrU_3405928	unplaced-scaffold	na	na	GJ058537.1	=	NW_003099282.1	Primary Assembly	1191	na
ChrU_3407219	unplaced-scaffold	na	na	GJ058538.1	=	NW_003099283.1	Primary Assembly	1569	na
ChrU_3408888	unplaced-scaffold	na	na	GJ058539.1	=	NW_003099284.1	Primary Assembly	1285	na
ChrU_3410273	unplaced-scaffold	na	na	GJ058540.1	=	NW_003099285.1	Primary Assembly	1205	na
ChrU_3411578	unplaced-scaffold	na	na	GJ058541.1	=	NW_003099286.1	Primary Assembly	1820	na
ChrU_3413498	unplaced-scaffold	na	na	GJ058542.1	=	NW_003099287.1	Primary Assembly	1143	na
ChrU_3414741	unplaced-scaffold	na	na	GJ058543.1	=	NW_003099288.1	Primary Assembly	1101	na
ChrU_3415942	unplaced-scaffold	na	na	GJ058544.1	=	NW_003099289.1	Primary Assembly	1103	na
ChrU_3417145	unplaced-scaffold	na	na	GJ058545.1	=	NW_003099290.1	Primary Assembly	1577	na
ChrU_3418822	unplaced-scaffold	na	na	GJ058546.1	=	NW_003099291.1	Primary Assembly	1767	na
ChrU_3420689	unplaced-scaffold	na	na	GJ058547.1	=	NW_003099292.1	Primary Assembly	1237	na
ChrU_3422026	unplaced-scaffold	na	na	GJ058548.1	=	NW_003099293.1	Primary Assembly	1071	na
ChrU_3423197	unplaced-scaffold	na	na	GJ058549.1	=	NW_003099294.1	Primary Assembly	1100	na
ChrU_3424397	unplaced-scaffold	na	na	GJ058550.1	=	NW_003099295.1	Primary Assembly	1287	na
ChrU_3425784	unplaced-scaffold	na	na	GJ058551.1	=	NW_003099296.1	Primary Assembly	1347	na
ChrU_3427231	unplaced-scaffold	na	na	GJ058552.1	=	NW_003099297.1	Primary Assembly	1382	na
ChrU_3428713	unplaced-scaffold	na	na	GJ058553.1	=	NW_003099298.1	Primary Assembly	1550	na
ChrU_3430363	unplaced-scaffold	na	na	GJ058554.1	=	NW_003099299.1	Primary Assembly	1681	na
