tRNA	Mouse_Brain_M4_plusAlkB	Mouse_Brain_M5_plusAlkB	Mouse_Brain_M6_plusAlkB	x	x	x	M_dm_Liver_M4_plusAlkB	M_dm_Liver_M5_plusAlkB	M_dm_Liver_M6_plusAlkB
tRNA-iMet-CAT-2_wholecounts	26.07802393	54.81124483	35.71908352	x	x	x	76.06388311	94.08377903	145.0706297
tRNA-iMet-CAT-2_fiveprime	0.686263788	1.481384995	2.381272234	x	x	x	31.69328463	4.759101663	7.6352963
tRNA-iMet-CAT-2_threeprime	3270.046948	3495.574794	3711.609656	x	x	x	9685.467783	4860.141052	5744.924191
tRNA-iMet-CAT-2_other	24.01923257	24.68974992	33.33781128	x	x	x	158.4664231	55.27879624	76.67110035
tRNA-iMet-CAT-3_wholecounts	62.45000468	89.37689472	69.85065221	x	x	x	126.7731385	216.722168	322.909406
tRNA-iMet-CAT-3_fiveprime	39.1170359	58.26780982	120.6511265	x	x	x	652.8816634	258.4558288	289.1868474
tRNA-iMet-CAT-3_threeprime	54.90110301	58.26780982	69.85065221	x	x	x	462.7219556	154.4877617	187.7010341
tRNA-iMet-CAT-3_other	3.431318938	3.456564989	8.731331526	x	x	x	126.7731385	31.48328792	25.76912501
tRNA-Ala-AGC-1-1_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Ala-AGC-1-1_partialprecounts	0	0.493794998	0	x	x	x	0	0	0.318137346
tRNA-Ala-AGC-1-1_trailercounts	0	0.493794998	0	x	x	x	0	0	0
tRNA-Ala-AGC-10-1_wholeprecounts	4.117582726	4.937949984	4.762544469	x	x	x	0	0	0
tRNA-Ala-AGC-10-1_partialprecounts	11.66648439	3.950359988	5.55630188	x	x	x	0	0	0
tRNA-Ala-AGC-10-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Ala-AGC-2-2_wholeprecounts	0	0	0	x	x	x	0	0	0.318137346
tRNA-Ala-AGC-2-2_partialprecounts	6.176374089	5.431744983	3.175029646	x	x	x	0	1.464338973	2.545098767
tRNA-Ala-AGC-2-2_trailercounts	0	0	0	x	x	x	6.338656926	0	1.908824075
tRNA-Ala-AGC-2-1_wholeprecounts	0.686263788	0	0	x	x	x	0	0	0.636274692
tRNA-Ala-AGC-2-1_partialprecounts	1.372527575	3.456564989	7.937574115	x	x	x	0	0.732169487	2.863236113
tRNA-Ala-AGC-2-1_trailercounts	0	0	0.793757411	x	x	x	0	0	0.318137346
tRNA-Ala-AGC-3-1_wholeprecounts	2.745055151	0.987589997	1.587514823	x	x	x	0	0	0.318137346
tRNA-Ala-AGC-3-1_partialprecounts	5.490110301	2.962769991	0	x	x	x	0	0	0.318137346
tRNA-Ala-AGC-3-1_trailercounts	0	0	0	x	x	x	0	0	0.318137346
tRNA-Ala-AGC-4-2_wholeprecounts	1.372527575	1.481384995	0	x	x	x	0	0	1.272549383
tRNA-Ala-AGC-4-2_partialprecounts	10.9802206	7.900719975	8.731331526	x	x	x	6.338656926	8.419949096	8.271570992
tRNA-Ala-AGC-4-2_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Ala-AGC-4-1_wholeprecounts	0	0.987589997	0.793757411	x	x	x	0	0.366084743	0
tRNA-Ala-AGC-4-1_partialprecounts	5.490110301	1.481384995	1.587514823	x	x	x	0	3.29476269	1.908824075
tRNA-Ala-AGC-4-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Ala-AGC-5-2_wholeprecounts	0	0	0.793757411	x	x	x	0	0	0
tRNA-Ala-AGC-5-2_partialprecounts	0.686263788	0.493794998	6.350059292	x	x	x	0	0	0
tRNA-Ala-AGC-5-2_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Ala-AGC-6-1_wholeprecounts	0	0.987589997	1.587514823	x	x	x	0	0	0.636274692
tRNA-Ala-AGC-6-1_partialprecounts	0.686263788	0	0	x	x	x	12.67731385	0	1.908824075
tRNA-Ala-AGC-6-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Ala-AGC-7-1_wholeprecounts	2.058791363	1.975179994	6.350059292	x	x	x	0	1.464338973	0.954412038
tRNA-Ala-AGC-7-1_partialprecounts	10.29395682	12.83866996	4.762544469	x	x	x	0	2.928677946	2.226961421
tRNA-Ala-AGC-7-1_trailercounts	0	2.468974992	0	x	x	x	0	0	0
tRNA-Ala-CGC-1-2_wholeprecounts	2.058791363	4.937949984	2.381272234	x	x	x	0	2.562593203	3.81764815
tRNA-Ala-CGC-1-2_partialprecounts	4.117582726	1.975179994	0.793757411	x	x	x	0	3.660847433	4.772060188
tRNA-Ala-CGC-1-2_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Ala-CGC-1-1_wholeprecounts	4.803846514	2.962769991	0	x	x	x	6.338656926	0	0
tRNA-Ala-CGC-1-1_partialprecounts	0.686263788	0.493794998	2.381272234	x	x	x	0	0	0
tRNA-Ala-CGC-1-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Ala-CGC-2-1_wholeprecounts	14.41153954	16.78902995	24.60647976	x	x	x	0	4.759101663	2.226961421
tRNA-Ala-CGC-2-1_partialprecounts	69.31264256	32.0966749	39.68787057	x	x	x	6.338656926	7.687779609	4.135785496
tRNA-Ala-CGC-2-1_trailercounts	1.372527575	1.975179994	0	x	x	x	0	0.366084743	0.318137346
tRNA-Ala-CGC-7-1_wholeprecounts	0	2.962769991	0	x	x	x	0	0	0
tRNA-Ala-CGC-7-1_partialprecounts	0	0.987589997	0	x	x	x	0	0	0
tRNA-Ala-CGC-7-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Ala-TGC-1-1_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Ala-TGC-1-1_partialprecounts	0	0.493794998	4.762544469	x	x	x	0	0	0.318137346
tRNA-Ala-TGC-1-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Ala-TGC-2-1_wholeprecounts	11.66648439	7.406924977	19.84393529	x	x	x	6.338656926	4.026932176	2.863236113
tRNA-Ala-TGC-2-1_partialprecounts	5.490110301	3.950359988	13.49387599	x	x	x	6.338656926	2.19650846	0.954412038
tRNA-Ala-TGC-2-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Ala-TGC-3-1_wholeprecounts	10.9802206	5.925539981	7.937574115	x	x	x	0	1.464338973	0.954412038
tRNA-Ala-TGC-3-1_partialprecounts	4.803846514	2.468974992	0.793757411	x	x	x	0	3.660847433	0.636274692
tRNA-Ala-TGC-3-1_trailercounts	0	0	0.793757411	x	x	x	0	0	0.318137346
tRNA-Ala-TGC-4-1_wholeprecounts	0	0	0	x	x	x	0	0.366084743	0
tRNA-Ala-TGC-4-1_partialprecounts	11.66648439	1.975179994	0.793757411	x	x	x	0	2.19650846	4.135785496
tRNA-Ala-TGC-4-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Ala-TGC-6-1_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Ala-TGC-6-1_partialprecounts	4.803846514	1.975179994	2.381272234	x	x	x	0	0	0
tRNA-Ala-TGC-6-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Arg-ACG-1-3_wholeprecounts	22.64670499	6.41933498	7.143816703	x	x	x	6.338656926	1.464338973	3.81764815
tRNA-Arg-ACG-1-3_partialprecounts	10.29395682	23.70215993	16.66890564	x	x	x	12.67731385	8.419949096	6.999021609
tRNA-Arg-ACG-1-3_trailercounts	37.74450832	29.13390491	33.33781128	x	x	x	12.67731385	4.39301692	5.408334879
tRNA-Arg-ACG-1-1_wholeprecounts	8.92142924	9.38210497	4.762544469	x	x	x	0	0.732169487	4.453922842
tRNA-Arg-ACG-1-1_partialprecounts	3.431318938	3.456564989	3.968787057	x	x	x	6.338656926	4.759101663	2.863236113
tRNA-Arg-ACG-1-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Arg-ACG-1-2_wholeprecounts	6.862637877	1.975179994	1.587514823	x	x	x	0	0.732169487	0
tRNA-Arg-ACG-1-2_partialprecounts	0.686263788	0	5.55630188	x	x	x	6.338656926	0	0
tRNA-Arg-ACG-1-2_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Arg-ACG-2-1_wholeprecounts	0.686263788	3.456564989	4.762544469	x	x	x	0	1.09825423	3.181373459
tRNA-Arg-ACG-2-1_partialprecounts	0.686263788	3.950359988	4.762544469	x	x	x	6.338656926	2.19650846	3.499510804
tRNA-Arg-ACG-2-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Arg-ACG-3-1_wholeprecounts	53.52857544	49.87329484	29.36902422	x	x	x	19.01597078	9.518203326	16.54314198
tRNA-Arg-ACG-3-1_partialprecounts	13.72527575	19.75179994	27.7815094	x	x	x	19.01597078	21.23291511	14.95245526
tRNA-Arg-ACG-3-1_trailercounts	0	0.493794998	2.381272234	x	x	x	0	0.366084743	0.954412038
tRNA-Arg-ACG-3-2_wholeprecounts	41.86209105	45.42913986	45.24417245	x	x	x	31.69328463	32.21545741	31.81373459
tRNA-Arg-ACG-3-2_partialprecounts	7.548901664	4.937949984	14.28763341	x	x	x	31.69328463	18.30423716	17.81569137
tRNA-Arg-ACG-3-2_trailercounts	0.686263788	0.493794998	0.793757411	x	x	x	0	0.366084743	0
tRNA-Arg-CCG-1-1_wholeprecounts	1.372527575	0.493794998	5.55630188	x	x	x	0	3.660847433	5.090197534
tRNA-Arg-CCG-1-1_partialprecounts	4.117582726	0.987589997	0.793757411	x	x	x	12.67731385	3.660847433	2.226961421
tRNA-Arg-CCG-1-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Arg-CCG-2-1_wholeprecounts	30.19560666	29.13390491	15.08139082	x	x	x	12.67731385	0.732169487	4.453922842
tRNA-Arg-CCG-2-1_partialprecounts	19.90164984	24.19595492	24.60647976	x	x	x	0	5.125186406	5.726472225
tRNA-Arg-CCG-2-1_trailercounts	0	0.493794998	3.175029646	x	x	x	0	0	0
tRNA-Arg-CCG-3-1_wholeprecounts	40.48956347	27.15872491	27.7815094	x	x	x	0	5.125186406	5.726472225
tRNA-Arg-CCG-3-1_partialprecounts	59.70494953	43.45395986	62.70683551	x	x	x	6.338656926	15.74164396	6.044609571
tRNA-Arg-CCG-3-1_trailercounts	1.372527575	0.987589997	1.587514823	x	x	x	6.338656926	1.830423716	0.318137346
tRNA-Arg-CCT-1-1_wholeprecounts	4.803846514	0.987589997	0	x	x	x	0	0.732169487	2.863236113
tRNA-Arg-CCT-1-1_partialprecounts	1.372527575	0.493794998	3.175029646	x	x	x	12.67731385	2.562593203	1.908824075
tRNA-Arg-CCT-1-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Arg-CCT-2-1_wholeprecounts	4.117582726	1.481384995	1.587514823	x	x	x	0	0.366084743	1.272549383
tRNA-Arg-CCT-2-1_partialprecounts	0.686263788	0	0	x	x	x	0	1.830423716	0
tRNA-Arg-CCT-2-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Arg-CCT-3-1_wholeprecounts	3.431318938	6.913129978	3.175029646	x	x	x	0	1.830423716	0.636274692
tRNA-Arg-CCT-3-1_partialprecounts	10.29395682	7.406924977	1.587514823	x	x	x	6.338656926	1.09825423	1.590686729
tRNA-Arg-CCT-3-1_trailercounts	1.372527575	3.456564989	2.381272234	x	x	x	0	0.366084743	0.318137346
tRNA-Arg-CCT-4-1_wholeprecounts	0	0	1.587514823	x	x	x	0	0.732169487	0
tRNA-Arg-CCT-4-1_partialprecounts	24.01923257	24.68974992	25.40023717	x	x	x	6.338656926	6.589525379	7.953433646
tRNA-Arg-CCT-4-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Arg-TCG-1-1_wholeprecounts	9.607693027	1.481384995	0.793757411	x	x	x	0	2.19650846	0.636274692
tRNA-Arg-TCG-1-1_partialprecounts	45.29340999	52.83606483	40.48162798	x	x	x	6.338656926	16.10772871	13.36176853
tRNA-Arg-TCG-1-1_trailercounts	2.058791363	3.950359988	3.968787057	x	x	x	0	0.732169487	0.636274692
tRNA-Arg-TCG-2-1_wholeprecounts	0.686263788	0	0	x	x	x	0	1.09825423	1.272549383
tRNA-Arg-TCG-2-1_partialprecounts	4.117582726	1.481384995	2.381272234	x	x	x	0	5.125186406	2.863236113
tRNA-Arg-TCG-2-1_trailercounts	0	0.493794998	0.793757411	x	x	x	0	0	0
tRNA-Arg-TCG-3-2_wholeprecounts	0	0.493794998	0.793757411	x	x	x	0	0.366084743	0.954412038
tRNA-Arg-TCG-3-2_partialprecounts	0	0	3.968787057	x	x	x	0	0	1.272549383
tRNA-Arg-TCG-3-2_trailercounts	2.058791363	0	0	x	x	x	0	0	0
tRNA-Arg-TCG-3-1_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Arg-TCG-3-1_partialprecounts	10.29395682	6.913129978	3.968787057	x	x	x	0	0	0.318137346
tRNA-Arg-TCG-3-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Arg-TCG-4-1_wholeprecounts	0	0.493794998	0	x	x	x	6.338656926	2.19650846	1.908824075
tRNA-Arg-TCG-4-1_partialprecounts	6.176374089	4.937949984	3.968787057	x	x	x	0	4.39301692	1.272549383
tRNA-Arg-TCG-4-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Arg-TCT-1-1_wholeprecounts	1.372527575	10.36969497	15.08139082	x	x	x	6.338656926	3.29476269	2.545098767
tRNA-Arg-TCT-1-1_partialprecounts	5.490110301	12.83866996	7.143816703	x	x	x	12.67731385	0.732169487	4.453922842
tRNA-Arg-TCT-1-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Arg-TCT-2-1_wholeprecounts	1.372527575	2.962769991	10.31884635	x	x	x	0	0.732169487	1.590686729
tRNA-Arg-TCT-2-1_partialprecounts	2.058791363	1.481384995	3.968787057	x	x	x	0	2.19650846	1.272549383
tRNA-Arg-TCT-2-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Arg-TCT-3-1_wholeprecounts	0	2.468974992	0	x	x	x	0	0	0.318137346
tRNA-Arg-TCT-3-1_partialprecounts	4.117582726	0.987589997	3.175029646	x	x	x	0	0	1.272549383
tRNA-Arg-TCT-3-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Arg-TCT-4-1_wholeprecounts	172.2522107	213.3194393	75.40695409	x	x	x	0	1.830423716	0
tRNA-Arg-TCT-4-1_partialprecounts	134.5077024	136.2874196	136.5262748	x	x	x	0	0	0
tRNA-Arg-TCT-4-1_trailercounts	2.058791363	0	2.381272234	x	x	x	0	0	0
tRNA-Arg-TCT-5-1_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Arg-TCT-5-1_partialprecounts	0	0	1.587514823	x	x	x	0	0	0
tRNA-Arg-TCT-5-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Asn-GTT-3-5_wholeprecounts	6.176374089	6.41933498	3.175029646	x	x	x	0	5.125186406	1.908824075
tRNA-Asn-GTT-3-5_partialprecounts	2.058791363	1.481384995	3.968787057	x	x	x	6.338656926	0	0.954412038
tRNA-Asn-GTT-3-5_trailercounts	0	1.481384995	0	x	x	x	0	0	0
tRNA-Asn-GTT-3-4_wholeprecounts	0	0	0.793757411	x	x	x	0	0.732169487	0.636274692
tRNA-Asn-GTT-3-4_partialprecounts	8.235165452	7.900719975	6.350059292	x	x	x	6.338656926	4.39301692	2.226961421
tRNA-Asn-GTT-3-4_trailercounts	0	1.481384995	0	x	x	x	0	0	0
tRNA-Asn-GTT-3-3_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Asn-GTT-3-3_partialprecounts	0	0.987589997	0	x	x	x	0	0	0
tRNA-Asn-GTT-3-3_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Asn-GTT-3-2_wholeprecounts	15.78406712	13.33246496	17.46266305	x	x	x	0	2.928677946	1.272549383
tRNA-Asn-GTT-3-2_partialprecounts	27.45055151	29.13390491	30.16278164	x	x	x	12.67731385	3.29476269	5.726472225
tRNA-Asn-GTT-3-2_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Asn-GTT-3-9_wholeprecounts	4.117582726	0	2.381272234	x	x	x	0	3.660847433	1.590686729
tRNA-Asn-GTT-3-9_partialprecounts	2.745055151	1.481384995	3.175029646	x	x	x	0	1.464338973	2.863236113
tRNA-Asn-GTT-3-9_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Asn-GTT-3-8_wholeprecounts	0	8.394514974	1.587514823	x	x	x	0	1.464338973	2.545098767
tRNA-Asn-GTT-3-8_partialprecounts	38.43077211	29.62769991	25.40023717	x	x	x	0	2.19650846	5.726472225
tRNA-Asn-GTT-3-8_trailercounts	0	0.987589997	0	x	x	x	0	0	0
tRNA-Asn-GTT-3-7_wholeprecounts	5.490110301	9.875899969	14.28763341	x	x	x	0	2.928677946	0.954412038
tRNA-Asn-GTT-3-7_partialprecounts	10.9802206	7.406924977	3.968787057	x	x	x	0	5.125186406	3.499510804
tRNA-Asn-GTT-3-7_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Asn-GTT-3-6_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Asn-GTT-3-6_partialprecounts	5.490110301	1.975179994	2.381272234	x	x	x	0	0	0.636274692
tRNA-Asn-GTT-3-6_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Asn-GTT-3-1_wholeprecounts	13.72527575	5.431744983	2.381272234	x	x	x	6.338656926	2.928677946	2.545098767
tRNA-Asn-GTT-3-1_partialprecounts	15.78406712	9.38210497	11.11260376	x	x	x	0	1.09825423	2.545098767
tRNA-Asn-GTT-3-1_trailercounts	0	2.962769991	3.968787057	x	x	x	0	0	0
tRNA-Asp-GTC-1-1_wholeprecounts	4.803846514	6.41933498	3.968787057	x	x	x	0	1.09825423	0.636274692
tRNA-Asp-GTC-1-1_partialprecounts	6.862637877	2.962769991	7.937574115	x	x	x	0	6.223440636	4.772060188
tRNA-Asp-GTC-1-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Asp-GTC-1-8_wholeprecounts	8.235165452	5.925539981	1.587514823	x	x	x	6.338656926	1.830423716	2.226961421
tRNA-Asp-GTC-1-8_partialprecounts	3.431318938	1.975179994	2.381272234	x	x	x	0	5.857355893	7.6352963
tRNA-Asp-GTC-1-8_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Asp-GTC-1-9_wholeprecounts	0	0.493794998	0	x	x	x	0	1.09825423	0
tRNA-Asp-GTC-1-9_partialprecounts	0	0	0	x	x	x	6.338656926	1.464338973	0
tRNA-Asp-GTC-1-9_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Asp-GTC-1-12_wholeprecounts	0	0.493794998	0	x	x	x	0	0	0.318137346
tRNA-Asp-GTC-1-12_partialprecounts	0	0.493794998	0	x	x	x	0	2.928677946	0
tRNA-Asp-GTC-1-12_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Asp-GTC-1-2_wholeprecounts	3.431318938	1.975179994	3.968787057	x	x	x	0	0	0.636274692
tRNA-Asp-GTC-1-2_partialprecounts	0	0.493794998	0	x	x	x	0	3.660847433	0.318137346
tRNA-Asp-GTC-1-2_trailercounts	0	2.468974992	0	x	x	x	0	0	0
tRNA-Asp-GTC-1-7_wholeprecounts	0	3.950359988	0	x	x	x	6.338656926	0.732169487	0.954412038
tRNA-Asp-GTC-1-7_partialprecounts	1.372527575	0.987589997	0.793757411	x	x	x	0	1.830423716	2.226961421
tRNA-Asp-GTC-1-7_trailercounts	0	0.987589997	0	x	x	x	0	1.830423716	0
tRNA-Asp-GTC-1-13_wholeprecounts	0	0.493794998	1.587514823	x	x	x	0	0	0.318137346
tRNA-Asp-GTC-1-13_partialprecounts	0	0.987589997	0	x	x	x	0	2.928677946	1.908824075
tRNA-Asp-GTC-1-13_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Asp-GTC-1-4_wholeprecounts	2.058791363	1.481384995	0	x	x	x	0	0	0.318137346
tRNA-Asp-GTC-1-4_partialprecounts	0	0	0	x	x	x	0	2.19650846	0
tRNA-Asp-GTC-1-4_trailercounts	0	2.468974992	0	x	x	x	0	0	0
tRNA-Asp-GTC-1-10_wholeprecounts	2.058791363	0	0	x	x	x	0	0	0
tRNA-Asp-GTC-1-10_partialprecounts	0	2.962769991	0	x	x	x	0	1.830423716	2.863236113
tRNA-Asp-GTC-1-10_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Asp-GTC-1-5_wholeprecounts	4.803846514	6.913129978	3.968787057	x	x	x	0	0.366084743	1.272549383
tRNA-Asp-GTC-1-5_partialprecounts	2.745055151	0	0	x	x	x	0	2.562593203	0.318137346
tRNA-Asp-GTC-1-5_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Asp-GTC-1-11_wholeprecounts	2.745055151	0.493794998	2.381272234	x	x	x	0	0	0.318137346
tRNA-Asp-GTC-1-11_partialprecounts	2.745055151	0.493794998	4.762544469	x	x	x	12.67731385	4.026932176	0.636274692
tRNA-Asp-GTC-1-11_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Asp-GTC-1-6_wholeprecounts	0	0	3.175029646	x	x	x	0	0.366084743	1.590686729
tRNA-Asp-GTC-1-6_partialprecounts	0.686263788	0.987589997	0.793757411	x	x	x	12.67731385	10.25037281	3.81764815
tRNA-Asp-GTC-1-6_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Asp-GTC-1-3_wholeprecounts	2.058791363	1.481384995	0	x	x	x	0	0	0.318137346
tRNA-Asp-GTC-1-3_partialprecounts	0	0	0	x	x	x	0	2.19650846	0
tRNA-Asp-GTC-1-3_trailercounts	0	2.468974992	0	x	x	x	0	0	0
tRNA-Asp-GTC-2-1_wholeprecounts	2.058791363	5.431744983	2.381272234	x	x	x	0	0.366084743	0.636274692
tRNA-Asp-GTC-2-1_partialprecounts	7.548901664	8.394514974	3.175029646	x	x	x	0	3.660847433	0.954412038
tRNA-Asp-GTC-2-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-1-1_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-1-1_partialprecounts	0	0	0.793757411	x	x	x	0	1.09825423	0.636274692
tRNA-Cys-GCA-1-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-1-2_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-1-2_partialprecounts	1.372527575	0.987589997	1.587514823	x	x	x	0	0.732169487	0.318137346
tRNA-Cys-GCA-1-2_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-12-1_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-12-1_partialprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-12-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-14-1_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-14-1_partialprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-14-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-2-1_wholeprecounts	12.35274818	8.394514974	3.175029646	x	x	x	0	1.830423716	0.636274692
tRNA-Cys-GCA-2-1_partialprecounts	2.058791363	4.937949984	15.08139082	x	x	x	6.338656926	2.19650846	1.272549383
tRNA-Cys-GCA-2-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-21-1_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-21-1_partialprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-21-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-3-3_wholeprecounts	8.235165452	3.950359988	1.587514823	x	x	x	0	0.366084743	0.636274692
tRNA-Cys-GCA-3-3_partialprecounts	11.66648439	6.41933498	3.175029646	x	x	x	0	0.366084743	2.226961421
tRNA-Cys-GCA-3-3_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-3-4_wholeprecounts	18.52912227	19.75179994	14.28763341	x	x	x	6.338656926	6.589525379	3.81764815
tRNA-Cys-GCA-3-4_partialprecounts	26.07802393	30.6152899	42.86290022	x	x	x	6.338656926	7.321694866	5.408334879
tRNA-Cys-GCA-3-4_trailercounts	0	0.493794998	0.793757411	x	x	x	0	1.464338973	0.954412038
tRNA-Cys-GCA-3-2_wholeprecounts	5.490110301	3.456564989	0	x	x	x	6.338656926	0	0.318137346
tRNA-Cys-GCA-3-2_partialprecounts	27.45055151	41.97257487	33.33781128	x	x	x	6.338656926	4.759101663	3.499510804
tRNA-Cys-GCA-3-2_trailercounts	0.686263788	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-3-1_wholeprecounts	0.686263788	0	0	x	x	x	6.338656926	0	0.318137346
tRNA-Cys-GCA-3-1_partialprecounts	0	1.481384995	1.587514823	x	x	x	6.338656926	0.732169487	2.863236113
tRNA-Cys-GCA-3-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-14_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-14_partialprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-14_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-27_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-27_partialprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-27_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-18_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-18_partialprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-18_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-7_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-7_partialprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-7_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-3_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-3_partialprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-3_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-5_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-5_partialprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-5_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-29_wholeprecounts	0	0	2.381272234	x	x	x	0	0	0
tRNA-Cys-GCA-4-29_partialprecounts	5.490110301	0	0	x	x	x	0	0	0.318137346
tRNA-Cys-GCA-4-29_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-6_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-6_partialprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-4-6_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-5-1_wholeprecounts	0	0	0.793757411	x	x	x	0	0	0
tRNA-Cys-GCA-5-1_partialprecounts	0	0	0	x	x	x	0	0.732169487	0.318137346
tRNA-Cys-GCA-5-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-7-1_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-7-1_partialprecounts	0	0	0	x	x	x	0	0.732169487	0
tRNA-Cys-GCA-7-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Gln-CTG-1-1_wholeprecounts	1.372527575	0	0	x	x	x	0	0.732169487	0.318137346
tRNA-Gln-CTG-1-1_partialprecounts	1.372527575	0	0	x	x	x	0	2.562593203	0.954412038
